IdA	IdB	score	publications	detectionMethods	interactionTypes
Q02630	Q02629	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	P49687	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	P48837	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	Q02199	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	Q05166	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	P38181	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	P35729	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	P46673	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	P52891	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02630	P34077	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02629	Q02629	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02629	P49687	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	P48837	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	P49687	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	Q02629	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	Q02630	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	P14907	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	Q05166	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	Q03790	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	Q02199	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P49686	P49686	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	P32499	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	P20676	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06142	P39705	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P49686	P48837	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P49687	P49686	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P49686	Q02629	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P49686	Q02630	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P46995	P61830	0.43887317	pubmed:16959570|imex:IM-12041	psi-mi:"MI:0415"(enzymatic study)	psi-mi:"MI:0414"(enzymatic reaction)
P25651	P25651	0.558037	pubmed:20723757|imex:IM-15155	psi-mi:"MI:0028"(cosedimentation in solution)|psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P39743	P47128	0.43887317	pubmed:14737190	psi-mi:"MI:0107"(surface plasmon resonance)	psi-mi:"MI:0407"(direct interaction)
P61830	Q06205	0.43887317	pubmed:16959570|imex:IM-12041	psi-mi:"MI:0415"(enzymatic study)	psi-mi:"MI:0414"(enzymatic reaction)
P35201	P25651	0.43887317	pubmed:20723757|imex:IM-15155	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P40065	P25651	0.43887317	pubmed:20723757|imex:IM-15155	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P25651	Q04087	0.6415244	pubmed:20723757|imex:IM-15155	psi-mi:"MI:0071"(molecular sieving)|psi-mi:"MI:0040"(electron microscopy)|psi-mi:"MI:0028"(cosedimentation in solution)|psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P40568	P25651	0.43887317	pubmed:20723757|imex:IM-15155	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06623	P53973	0.43887317	pubmed:11287668	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06623	Q06629	0.43887317	pubmed:11287668	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q02208	P25651	0.43887317	pubmed:20723757|imex:IM-15155	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P53973	P53973	0.43887317	pubmed:11287668	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P40477	Q06142	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P49686	Q06142	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P53973	Q06629	0.43887317	pubmed:11287668	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
A6ZU46	P53622	0.43887317	pubmed:20579721|imex:IM-14961	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
Q00684	P38826	0.558037	pubmed:22078879|imex:IM-16630	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0434"(phosphatase assay)	psi-mi:"MI:0407"(direct interaction)|psi-mi:"MI:0203"(dephosphorylation reaction)
Q00684	P38283	0.558037	pubmed:22078879|imex:IM-16630	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0434"(phosphatase assay)	psi-mi:"MI:0407"(direct interaction)|psi-mi:"MI:0203"(dephosphorylation reaction)
Q12692	P53973	0.43887317	pubmed:21906795|imex:IM-16623	psi-mi:"MI:0406"(deacetylase assay)	psi-mi:"MI:0197"(deacetylation reaction)
P34164	P32561	0.43887317	pubmed:21906795|imex:IM-16623	psi-mi:"MI:0406"(deacetylase assay)	psi-mi:"MI:0197"(deacetylation reaction)
P24869	P38826	0.43887317	pubmed:22078879|imex:IM-16630	psi-mi:"MI:0424"(protein kinase assay)	psi-mi:"MI:0217"(phosphorylation reaction)
P24869	P35734	0.43887317	pubmed:22078879|imex:IM-16630	psi-mi:"MI:0424"(protein kinase assay)	psi-mi:"MI:0217"(phosphorylation reaction)
Q00684	Q03898	0.558037	pubmed:22078879|imex:IM-16630	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0434"(phosphatase assay)	psi-mi:"MI:0407"(direct interaction)|psi-mi:"MI:0203"(dephosphorylation reaction)
P35734	Q00684	0.558037	pubmed:22078879|imex:IM-16630	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0434"(phosphatase assay)	psi-mi:"MI:0407"(direct interaction)|psi-mi:"MI:0203"(dephosphorylation reaction)
P32523	P32523	0.43887317	pubmed:21386897|imex:IM-17268	psi-mi:"MI:0028"(cosedimentation in solution)	psi-mi:"MI:0407"(direct interaction)
P40968	P40968	0.43887317	pubmed:21386897|imex:IM-17268	psi-mi:"MI:0028"(cosedimentation in solution)	psi-mi:"MI:0407"(direct interaction)
Q03898	P24869	0.43887317	pubmed:22078879|imex:IM-16630	psi-mi:"MI:0424"(protein kinase assay)	psi-mi:"MI:0217"(phosphorylation reaction)
P38283	P24869	0.43887317	pubmed:22078879|imex:IM-16630	psi-mi:"MI:0424"(protein kinase assay)	psi-mi:"MI:0217"(phosphorylation reaction)
P38713	P32368	0.43887317	pubmed:21295699|imex:IM-15773	psi-mi:"MI:0051"(fluorescence technology)	psi-mi:"MI:0407"(direct interaction)
P32523	Q06525	0.558037	pubmed:21386897|imex:IM-17268	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0028"(cosedimentation in solution)	psi-mi:"MI:0407"(direct interaction)
Q12046	P32523	0.43887317	pubmed:21386897|imex:IM-17268	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P40968	P32523	0.43887317	pubmed:21386897|imex:IM-17268	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P32908	P47037	0.43887317	pubmed:11983169	psi-mi:"MI:0107"(surface plasmon resonance)	psi-mi:"MI:0407"(direct interaction)
P33891	P28791	0.43887317	pubmed:20005805|imex:IM-12115	psi-mi:"MI:0071"(molecular sieving)	psi-mi:"MI:0407"(direct interaction)
Q03071	P53861	0.558037	pubmed:10753924	psi-mi:"MI:0016"(circular dichroism)|psi-mi:"MI:0077"(nuclear magnetic resonance)	psi-mi:"MI:0407"(direct interaction)
P32829	P12753	0.43887317	pubmed:9845372	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P38768	P02829	0.40555844	pubmed:18268103	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0407"(direct interaction)
P15705	P02829	0.43887317	pubmed:18268103	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q12745	P53146	0.43887317	pubmed:20005805|imex:IM-12115	psi-mi:"MI:0071"(molecular sieving)	psi-mi:"MI:0407"(direct interaction)
Q12745	P53847	0.3615812	pubmed:20005805|imex:IM-12115	psi-mi:"MI:0040"(electron microscopy)	psi-mi:"MI:0407"(direct interaction)
P61830	Q08465	0.61847615	pubmed:17157260	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0053"(fluorescence polarization spectroscopy)|psi-mi:"MI:0077"(nuclear magnetic resonance)	psi-mi:"MI:0407"(direct interaction)
Q08003	P32571	0.43887317	pubmed:19410548|imex:IM-12183	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P02829	P25638	0.43887317	pubmed:18268103	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P38768	P25638	0.43887317	pubmed:18268103	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P22515	P61864	0.558037	pubmed:18662542|imex:IM-11908	psi-mi:"MI:0114"(x-ray crystallography)|psi-mi:"MI:0404"(comigration in non denaturing gel electrophoresis)	psi-mi:"MI:0407"(direct interaction)
P32361	P32361	0.558037	pubmed:18191223|imex:IM-11872	psi-mi:"MI:0424"(protein kinase assay)|psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)|psi-mi:"MI:0217"(phosphorylation reaction)
Q12263	Q07657	0.43887317	pubmed:12058072	psi-mi:"MI:0424"(protein kinase assay)	psi-mi:"MI:0217"(phosphorylation reaction)
P21734	P61864	0.43887317	pubmed:18662542|imex:IM-11908	psi-mi:"MI:0404"(comigration in non denaturing gel electrophoresis)	psi-mi:"MI:0407"(direct interaction)
P25298	P25299	0.43887317	pubmed:11344258	psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0407"(direct interaction)
P32589	P10591	0.558037	pubmed:18555782|imex:IM-12060	psi-mi:"MI:0071"(molecular sieving)|psi-mi:"MI:0007"(anti tag coimmunoprecipitation)	psi-mi:"MI:0407"(direct interaction)
P39081	Q08685	0.558037	pubmed:11344258	psi-mi:"MI:0096"(pull down)|psi-mi:"MI:0006"(anti bait coimmunoprecipitation)	psi-mi:"MI:0407"(direct interaction)
P25298	Q99383	0.43887317	pubmed:11344258	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P25298	P39081	0.43887317	pubmed:11344258	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P39081	P25299	0.43887317	pubmed:11344258	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P06784	P32917	0.43887317	pubmed:19303851|imex:IM-12170	psi-mi:"MI:0053"(fluorescence polarization spectroscopy)	psi-mi:"MI:0407"(direct interaction)
P46669	P50106	0.43887317	pubmed:18160037	psi-mi:"MI:0114"(x-ray crystallography)	psi-mi:"MI:0407"(direct interaction)
P06701	P11938	0.43887317	pubmed:11689698	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P11978	P11938	0.43887317	pubmed:11689698	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P10080	P17505	0.43887317	pubmed:14517307	psi-mi:"MI:0030"(cross-linking study)	psi-mi:"MI:0407"(direct interaction)
P01149	P12945	0.43887317	pubmed:14517307	psi-mi:"MI:0030"(cross-linking study)	psi-mi:"MI:0407"(direct interaction)
P12945	P10664	0.43887317	pubmed:14517307	psi-mi:"MI:0030"(cross-linking study)	psi-mi:"MI:0407"(direct interaction)
P12945	P17505	0.43887317	pubmed:14517307	psi-mi:"MI:0030"(cross-linking study)	psi-mi:"MI:0407"(direct interaction)
Q04934	Q04934	0.40555844	pubmed:12553664	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0407"(direct interaction)
Q04372	P32600	0.43887317	pubmed:10329624	psi-mi:"MI:0424"(protein kinase assay)	psi-mi:"MI:0217"(phosphorylation reaction)
Q06224	Q06102	0.43887317	pubmed:12626716	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q06102	P45976	0.43887317	pubmed:12626716	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
Q05931	P38523	0.43887317	pubmed:12756240	psi-mi:"MI:0107"(surface plasmon resonance)	psi-mi:"MI:0407"(direct interaction)
Q03020	Q05931	0.43887317	pubmed:12756240	psi-mi:"MI:0107"(surface plasmon resonance)	psi-mi:"MI:0407"(direct interaction)
P53193	Q03020	0.43887317	pubmed:12756240	psi-mi:"MI:0107"(surface plasmon resonance)	psi-mi:"MI:0407"(direct interaction)
P33309	P32769	0.40555844	pubmed:11909951	psi-mi:"MI:0018"(two hybrid)	psi-mi:"MI:0407"(direct interaction)
P39929	P39929	0.43887317	pubmed:19135892|imex:IM-12158	psi-mi:"MI:0055"(fluorescent resonance energy transfer)	psi-mi:"MI:0407"(direct interaction)
P39929	Q04272	0.43887317	pubmed:19135892|imex:IM-12158	psi-mi:"MI:0051"(fluorescence technology)	psi-mi:"MI:0407"(direct interaction)
P47142	Q04272	0.43887317	pubmed:19135892|imex:IM-12158	psi-mi:"MI:0051"(fluorescence technology)	psi-mi:"MI:0407"(direct interaction)
P32797	P00546	0.43887317	pubmed:19135888|imex:IM-12155	psi-mi:"MI:0424"(protein kinase assay)	psi-mi:"MI:0217"(phosphorylation reaction)
P49723	P49723	0.43887317	pubmed:10716984	psi-mi:"MI:0029"(cosedimentation through density gradient)	psi-mi:"MI:0407"(direct interaction)
P09938	P09938	0.43887317	pubmed:10716984	psi-mi:"MI:0029"(cosedimentation through density gradient)	psi-mi:"MI:0407"(direct interaction)
P38827	P61830	0.43887317	pubmed:11742990	psi-mi:"MI:0515"(methyltransferase assay)	psi-mi:"MI:0213"(methylation reaction)
P32499	P38181	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P32499	P46673	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P32499	P32499	0.43887317	pubmed:17418788|imex:IM-11927	psi-mi:"MI:0096"(pull down)	psi-mi:"MI:0407"(direct interaction)
P39946	P39946	0.558037	pubmed:22939623|imex:IM-17821	psi-mi:"MI:0071"(molecular sieving)|psi-mi:"MI:0030"(cross-linking study)	psi-mi:"MI:0407"(direct interaction)
P11792	P06782	0.43887317	pubmed:21906795|imex:IM-16623	psi-mi:"MI:0424"(protein kinase assay)	psi-mi:"MI:0217"(phosphorylation reaction)
